epoch,train_loss,val_loss,train_mae,val_mae,train_r2,val_r2,lr,sure_sn,encoder_donuk_mu
1,0.3820906633088569,0.18636037508646647,0.1670803419539524,0.13024321415462303,0.6179093341898911,0.8120761033038939,0.000989084726566536,6.347174167633057,True
2,0.1600249243383648,0.16193968341464088,0.12665821273335168,0.1253130800435989,0.8399750758428941,0.835505375768764,0.0009568159560924792,6.389175176620483,True
3,0.1515609724181039,0.1648058275381724,0.12522125836144563,0.12789639410407944,0.8484390279141787,0.8321504501571297,0.0009046039886902865,6.335415363311768,True
4,0.14780772618886803,0.15294946943010604,0.12353041432283554,0.12288996542450496,0.8521922738837981,0.8440811293273467,0.0008347307378762499,6.390142917633057,True
5,0.14570544394625334,0.1621941225869315,0.12341841860728611,0.12302983428275799,0.8542945557830414,0.8347857467350357,0.0007502500000000003,6.349130392074585,True
6,0.14651431426280687,0.15475747414997645,0.12277546085632551,0.12092123005899466,0.8534856866575087,0.8430463584397884,0.0006548539886902865,11.03959035873413,False
7,0.14342429835756285,0.1491764681679862,0.12125063971710477,0.12080352863859109,0.8565757015123323,0.848049571342039,0.0005527119674021932,10.309178352355957,False
8,0.14215761758700138,0.15148248161588396,0.12119887014352775,0.12142608785991012,0.8578423825266093,0.8455300353612203,0.0004482880325978074,10.332207202911377,False
9,0.1402152904004109,0.15482283035914104,0.12053160411040198,0.12228215654380295,0.8597847114773596,0.8424276982575112,0.000346146011309714,11.41029667854309,False
10,0.13997926244966122,0.14934050894918896,0.12012307956327181,0.12011658863261779,0.8600207386600018,0.8479081104310201,0.0002507500000000002,12.487127304077148,False
11,0.13868646817047056,0.14826380269868034,0.12001677970957583,0.12008949857174377,0.861313531477681,0.8488891557091511,0.00016626926212375052,12.420817136764526,False
12,0.13812935806873466,0.14780448079109193,0.11950766303498747,0.11957684727094063,0.86187064078506,0.8494615283667857,9.639601130971382e-05,11.06995439529419,False
13,0.13743980407965284,0.1484774813765571,0.1199406643809718,0.11971172312528537,0.8625601963075045,0.8487046401985885,4.418404390752082e-05,10.237467050552368,False
14,0.13817177349779786,0.14812218177886236,0.1198657512498182,0.11969310946251058,0.8618282265708608,0.8490625475402329,1.1915273433464063e-05,11.389995813369751,False
15,0.13626053671376043,0.14825522502263386,0.11946052912956166,0.1197110516813253,0.8637394638410929,0.8489238858677177,1e-06,11.295970439910889,False
