epoch,train_loss,val_loss,train_mae,val_mae,train_r2,val_r2,lr,sure_sn,encoder_donuk_mu
1,0.5499317090300953,0.26087192467280795,0.18373325155866238,0.13889542958392503,0.45006828959215217,0.7794975382158085,0.000989084726566536,2.176755428314209,True
2,0.19188757323417344,0.18258997145153227,0.13324550358541148,0.12833381168813715,0.808112427718839,0.8430388182868842,0.0009568159560924792,1.9623453617095947,True
3,0.1625304672773145,0.16438330440294174,0.12686433984139892,0.1258041345506815,0.8374695347812952,0.8576676527203557,0.0009046039886902865,1.9432005882263184,True
4,0.1544714410264953,0.16223950527963185,0.1247757095024497,0.1269938618965182,0.8455285586535751,0.8590062138624917,0.0008347307378762499,1.9310188293457031,True
5,0.15240901846344732,0.16041086117426553,0.12488907275275399,0.12579667328642266,0.8475909817447844,0.860424702619671,0.0007502500000000003,1.935157299041748,True
6,0.15251385249009652,0.1546194490932283,0.12399842257747803,0.12229321841525037,0.847486146456692,0.8656636375161268,0.0006548539886902865,3.1306800842285156,False
7,0.14866803002958537,0.15367961696216037,0.1228514969681675,0.12042924679390334,0.8513319716335684,0.8665937814637279,0.0005527119674021932,3.093564748764038,False
8,0.14722051117099633,0.1534334571588607,0.12204853966669123,0.1218126625832951,0.8527794900008843,0.866585837053688,0.0004482880325978074,3.10575270652771,False
9,0.14653040052962904,0.1524578489008404,0.1215042900707886,0.12119134514466864,0.8534695993375689,0.867381149176909,0.000346146011309714,3.08884859085083,False
10,0.14714041667826036,0.15194172461827596,0.12196136484667311,0.12033721020587734,0.852859584683022,0.8678905374057917,0.0002507500000000002,3.065070867538452,False
11,0.1450575874507928,0.1506844067857379,0.12109898667831429,0.12017574672331398,0.8549424130692349,0.8689268304370905,0.00016626926212375052,3.1121373176574707,False
12,0.1431386415197068,0.15124139061995914,0.1205780524888419,0.12008875510785143,0.8568613615541235,0.8684484278972647,9.639601130971382e-05,3.068995475769043,False
13,0.14243227020532143,0.1515013236375082,0.12054710879471785,0.12061411271202177,0.8575677293375712,0.868239470718797,4.418404390752082e-05,3.072894811630249,False
14,0.1428438109510085,0.15139225210462298,0.12037847545926865,0.12034780331433227,0.8571561880769628,0.8683134813365788,1.1915273433464063e-05,3.0871310234069824,False
15,0.14200108552179416,0.15140038515840257,0.11980416032617293,0.12033576021397424,0.8579989140606371,0.8683025481163924,1e-06,3.101428985595703,False
