epoch,train_loss,val_loss,train_mae,val_mae,train_r2,val_r2,lr,sure_sn,encoder_donuk_mu
1,0.5644319267833934,0.26173016116732645,0.18589608383663533,0.1451984998178212,0.43556806766531636,0.7379037017518008,0.000989084726566536,1.9994847774505615,True
2,0.2003812293921198,0.18182218897910346,0.13477582497916676,0.12948557410101183,0.7996187713471331,0.8170061190394727,0.0009568159560924792,1.968550443649292,True
3,0.16104003870311906,0.16549693573088872,0.12616743272013878,0.1263091750738738,0.8389599601509024,0.8323688753762867,0.0009046039886902865,1.9977152347564697,True
4,0.15034047653194235,0.15904382069905598,0.1239174258490757,0.1257494529667896,0.8496595241035203,0.8381864337550398,0.0008347307378762499,1.9734570980072021,True
5,0.14786162601799524,0.15597979156743913,0.12351376618061784,0.12375303735674636,0.8521383745131973,0.8414033798764189,0.0007502500000000003,1.9707422256469727,True
6,0.14861671978435598,0.1547743225381488,0.12346053130299386,0.12386134366267515,0.8513832807806678,0.8423427715548707,0.0006548539886902865,3.1164090633392334,False
7,0.14542819642219224,0.15353979056789763,0.12268055467883024,0.12261118399948234,0.8545718025211654,0.8436402027760934,0.0005527119674021932,3.1463186740875244,False
8,0.1436501824555277,0.15885650118192038,0.12138420351261349,0.12381061432372815,0.8563498183239084,0.8379165977610852,0.0004482880325978074,3.1228678226470947,False
9,0.1429097972497219,0.1516747969956625,0.12086979217805445,0.1213543778253166,0.8570902033944429,0.8456458729403546,0.000346146011309714,3.1005771160125732,False
10,0.1427497811678077,0.15102290823346093,0.1219378012867526,0.12165911274049455,0.857250220034866,0.8460260030304378,0.0002507500000000002,3.146777868270874,False
11,0.14297866142597518,0.15032706558704376,0.12107195873269876,0.12050614273183258,0.8570213386614135,0.8469576286558068,0.00016626926212375052,3.1824324131011963,False
12,0.1412399863745986,0.1512099583943685,0.12103441390913056,0.12106337243564035,0.8587600147460842,0.846018367720646,9.639601130971382e-05,3.093040943145752,False
13,0.13903927081773262,0.15058033977236066,0.12040979138123148,0.1213433885187375,0.8609607294746938,0.8465963702367829,4.418404390752082e-05,3.159602642059326,False
14,0.13831244644497623,0.15110433640934173,0.12004233438333094,0.12143549430760243,0.8616875545275654,0.8460808875204127,1.1915273433464063e-05,3.141549825668335,False
15,0.1390007655159766,0.1511157546724592,0.12007106283110666,0.12137684679007263,0.860999233366897,0.8460744925976165,1e-06,3.1482326984405518,False
