fold,sample_id,base_mof_id,mof_name,target_column,atom_idx,element,x,y,z,ig_x,ig_y,ig_z,ig_position_importance
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,55,C,0.26699092984199524,4.266937255859375,-3.685326099395752,1.4165110542307957e-06,7.865422230679542e-05,-1.231723672390217e-05,6.775349902454764e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,56,C,2.911839246749878,-6.231725692749023,3.8737847805023193,-8.602937668911181e-06,0.0002007683797273785,4.749151685246034e-06,0.0001969145960174501
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,57,C,-0.6364434361457825,5.443511962890625,-3.5211684703826904,-2.728607341850875e-06,0.00016470796253997833,-3.3490799978608266e-05,0.00012848856567870826
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,58,C,-2.0335848331451416,5.133206367492676,-3.7627878189086914,-3.468651584626059e-06,0.00013691981439478695,-1.5100043128768448e-05,0.00011835111945401877
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,59,O,0.6083458065986633,-0.2583483159542084,2.1159353256225586,-5.233796329662255e-08,-6.531952294608345e-07,-1.7886022760649212e-06,-2.494135515007656e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,60,O,1.8439663648605347,-1.9908863306045532,2.3952112197875977,-2.1619187862143008e-07,-3.942670446122065e-06,-2.311048319825204e-06,-6.469910658779554e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,61,O,-1.9034419059753418,-1.848663091659546,2.1433804035186768,2.269961441925261e-06,4.644438831746811e-06,1.8157853887146302e-08,6.932558335392969e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,62,O,3.2224764823913574,-1.7581573724746704,5.744887351989746,1.881674506876152e-05,-7.561906386399642e-06,3.981377449235879e-05,5.106861499371007e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,63,O,-2.046238899230957,-1.279770016670227,4.756275177001953,8.05604304332519e-06,1.3715442719330895e-06,2.858269726857543e-05,3.801028651650995e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,64,O,0.5928065180778503,-0.6850181221961975,4.899442195892334,-7.844860760997108e-07,-3.163711198794772e-06,2.3003654860076495e-05,1.9055456505157053e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,65,O,-1.3695224523544312,-4.434540748596191,3.0786385536193848,2.702732672332786e-06,3.911172825610265e-05,-5.725246410293039e-06,3.60892154276371e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,66,O,-0.022022604942321777,-3.193319320678711,4.186493396759033,7.728692708042217e-08,8.636478014523163e-06,-5.478044840856455e-06,3.235720214433968e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,67,O,2.589031457901001,-3.9302945137023926,4.0848236083984375,6.731530447723344e-06,2.485584445821587e-05,-4.0064255699689966e-06,2.758095070021227e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,68,O,-0.6086907982826233,0.25882717967033386,-2.115607738494873,-5.199373376285621e-08,-6.537649710480764e-07,-1.7891109109768877e-06,-2.494869477231987e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,69,O,-1.844311237335205,1.9913651943206787,-2.394883871078491,-2.096779212479305e-07,-3.920592916983878e-06,-2.3028687792248093e-06,-6.433139787986875e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,70,O,1.9030969142913818,1.8491419553756714,-2.1430530548095703,2.2668416477245046e-06,4.652236384572461e-06,1.77408949753044e-08,6.936819318070775e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,71,O,-3.2228214740753174,1.758636236190796,-5.7445597648620605,1.8830454791896045e-05,-7.544610980403377e-06,3.979319444624707e-05,5.107903780299239e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,72,O,2.045893907546997,1.2802488803863525,-4.755948066711426,8.055791113292798e-06,1.378228034809581e-06,2.854665399354417e-05,3.7980673369020224e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,73,O,-0.5931515097618103,0.685496985912323,-4.899114608764648,-7.841969136279658e-07,-3.1618601497029886e-06,2.2967407858232036e-05,1.902135045384057e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,74,O,1.3691774606704712,4.435019493103027,-3.078310966491699,2.686697598619503e-06,3.918982474715449e-05,-5.711614903702866e-06,3.616490721469745e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,75,O,0.02167765237390995,3.193798303604126,-4.186165809631348,7.629996900959668e-08,8.702676495886408e-06,-5.500828137883218e-06,3.278148597019026e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,76,O,-2.589376211166382,3.9307732582092285,-4.084496021270752,6.737559488101397e-06,2.4918179406085983e-05,-4.0325885493075475e-06,2.762314943538513e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,77,H,0.829038143157959,6.736450672149658,-3.0931272506713867,-4.318138962844387e-06,6.770662730559707e-05,-9.643745215726085e-06,5.3744748583994806e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,78,C,-0.1924206018447876,6.697662353515625,-3.2290401458740234,-2.504077201592736e-06,0.00017090367327909917,-1.350914862996433e-05,0.0001548904401715845
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,79,Cu,5.5541605949401855,-0.9694646596908569,2.607041120529175,-5.68250970900408e-06,3.259219738538377e-07,1.1889912912010914e-06,-4.167596671322826e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,80,Cu,2.7879910469055176,3.0774338245391846,-3.3146092891693115,-1.279403818443825e-06,-7.953200110932812e-06,2.8360971100482857e-06,-6.396506250894163e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,81,Cu,4.573188781738281,2.4180350303649902,-5.6373066902160645,1.3499713531928137e-05,-4.0705828041609493e-07,5.939465609117178e-06,1.9032120690098964e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,82,H,7.063126087188721,0.8147908449172974,-0.8301976323127747,-1.3920569472247735e-05,-1.207670834446617e-06,1.9856674953189213e-06,-1.3142573152435943e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,83,H,5.355463027954102,-0.8143119812011719,-0.9077698588371277,-1.3404538549366407e-05,-2.5498588911432307e-06,-9.272535521631653e-07,-1.6881651390576735e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,84,C,7.783358097076416,-0.9953234195709229,0.8779670596122742,0.00021979716257192194,-2.1980604287819006e-06,-5.400871032179566e-06,0.00021219822519924492
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,85,C,3.694427251815796,-0.9048177003860474,0.5081139206886292,-1.0285168173140846e-05,-2.5288245524279773e-06,-3.8859516280354e-06,-1.6699945263098925e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,86,C,4.15391731262207,-1.1892642974853516,5.086894989013672,4.500892828218639e-05,-1.0397792721050791e-05,9.605706873117015e-05,0.00013066819519735873
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,87,C,5.2033371925354,-0.6462299823760986,5.99526309967041,9.799809049582109e-05,-1.1496846127556637e-05,0.0001508663990534842,0.00023736763978376985
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,88,C,5.942131519317627,-4.266458511352539,2.8165061473846436,0.0001434518489986658,7.10755048203282e-05,2.1152436602278613e-06,0.00021664259838871658
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,89,C,4.635231018066406,0.9958022832870483,-2.6159346103668213,7.060577627271414e-05,-1.8519996203281153e-08,-1.2342903801254579e-06,6.935296551091596e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,90,C,4.39300537109375,-0.5557242631912231,-0.6524499654769897,1.520243677077815e-05,-2.7402924729358347e-07,5.35683784619323e-06,2.028524613706395e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,91,C,3.865234613418579,0.37519168853759766,-1.513215184211731,1.541199890198186e-05,5.931028113081993e-07,-3.3953824640775565e-07,1.566556420584675e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,92,O,6.817812919616699,-0.2583483159542084,1.2467877864837646,7.73849751567468e-05,-2.955911213575746e-07,-5.600147687800927e-06,7.148923759814352e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,93,O,4.306025505065918,-1.848663091659546,1.2742329835891724,5.341797987057362e-06,1.5173941392276902e-06,-2.9996742796356557e-06,3.859518074023072e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,94,O,4.163228511810303,-1.279770016670227,3.8871278762817383,2.120082535839174e-05,-4.884678673988674e-06,1.3876332559448201e-05,3.0192477424861863e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,95,O,6.802273750305176,-0.6850181221961975,4.030294895172119,0.00012522762699518353,-2.2329350031213835e-06,3.222825034754351e-05,0.00015522295143455267
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,96,O,4.839944839477539,-4.434540748596191,2.209491014480591,5.597501512966119e-05,3.1716084777144715e-05,-2.0233851500961464e-06,8.56677143019624e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,97,O,6.187444686889648,-3.193319320678711,3.3173458576202393,0.00010300552821718156,1.636036904528737e-05,1.5612667993991636e-05,0.00013497855979949236
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,98,O,5.600776195526123,0.25882717967033386,-2.984755277633667,5.849916487932205e-05,-2.433625638786907e-07,2.5113984065683326e-06,6.076720092096366e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,99,O,4.3651556968688965,1.9913651943206787,-3.264031410217285,3.2364489015890285e-05,2.2008305222698255e-06,1.4815643226029351e-05,4.938096390105784e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,100,O,2.9866456985473633,1.758636236190796,-6.613707542419434,3.064882548642345e-05,-3.43203737429576e-06,0.00010466856474522501,0.0001318853464908898
1,finetune_000005_v00,finetune_000005,CuHC4O3,xe_uptake_mmol_g,101,O,3.620090961456299,3.9307732582092285,-4.953643321990967,4.3586882384261116e-05,3.889894287567586e-05,4.670239286497235e-05,0.00012918822176288813
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,0,Cu,-2.7883360385894775,-3.0769548416137695,3.314936876296997,-4.891270691587124e-06,-8.93436936166836e-06,2.367279648751719e-06,-1.1458359949756414e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,1,Cu,-4.573533535003662,-2.417556047439575,5.63763427734375,-1.1190235454705544e-05,-1.7183189129355014e-06,-1.4414123143069446e-05,-2.7322677851771004e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,2,Cu,-5.554505348205566,0.9699435234069824,-2.6067137718200684,-1.6235759176197462e-05,1.1690090104821138e-06,-3.5173019341527834e-07,-1.5418479961226694e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,3,H,-5.355808258056641,0.8147908449172974,0.9080972671508789,-8.369130227947608e-06,-1.3896645896238624e-06,-5.704417844754062e-07,-1.032923591992585e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,4,H,-7.06347131729126,-0.8143119812011719,0.8305251002311707,-1.3440070688375272e-05,-8.450308541796403e-07,9.20017953376373e-07,-1.3365083759708796e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,5,C,-4.635576248168945,-0.9953234195709229,2.6162619590759277,3.173279401380569e-05,9.981410187265283e-08,-1.043020802171668e-06,3.078958980040625e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,6,C,-4.393350124359131,0.5562031269073486,0.6527774333953857,6.633044904447161e-06,-3.139120963169262e-07,2.5976310098485555e-06,8.916764272726141e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,7,C,-3.865579605102539,-0.37471282482147217,1.5135425329208374,6.970013600948732e-06,3.497256670925708e-07,2.1365071489753973e-08,7.34110426492407e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,8,C,-7.783703327178955,0.9958022832870483,-0.877639651298523,9.402505384059623e-05,-9.913296707964037e-07,-2.38318807532778e-06,9.06505374587141e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,9,C,-3.694772243499756,0.9052965641021729,-0.5077864527702332,-4.7047092266438995e-06,-1.12602106128179e-06,-1.5741323977636057e-06,-7.404863026749808e-06
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,10,C,-4.154262542724609,1.189743161201477,-5.086567401885986,2.0036564819747582e-05,-4.62887919638888e-06,4.148182779317722e-05,5.688951205229387e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,11,C,-5.2036824226379395,0.6467088460922241,-5.994935512542725,4.2919302359223366e-05,-5.121752110426314e-06,6.518002192024142e-05,0.00010297757398802787
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,12,C,-5.942476272583008,4.266937255859375,-2.816178798675537,6.440526340156794e-05,3.0086755941738375e-05,1.0942117114609573e-06,9.558622696204111e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,13,O,-5.601121425628662,-0.2583483159542084,2.9850826263427734,1.7009133443934843e-05,4.582264168107031e-08,-2.0289812709961552e-06,1.5025974789750762e-05
1,finetune_000005_v00,finetune_000005,CuHC4O3,kr_uptake_mmol_g,14,O,-4.3655009269714355,-1.9908863306045532,3.2643587589263916,9.386882084072568e-06,2.0778558962319948e-07,7.052114597172476e-06,1.6646783478790894e-05
