epoch,train_loss,val_loss,train_mae,val_mae,train_r2,val_r2,lr,sure_sn,encoder_donuk_mu
1,0.5379800489469737,0.26211878458658855,0.18697668157980943,0.1367934884087211,0.46201995061746026,0.7784072053341187,0.000989084726566536,1.7904236316680908,True
2,0.18527840425988204,0.19461645909718106,0.1292488778912222,0.12925813896694985,0.8147215941161966,0.8335001194374818,0.0009568159560924792,1.411684274673462,True
3,0.16208463787030772,0.1743979946488426,0.12501020999889484,0.12832110180623954,0.8379153614252135,0.8494369225031879,0.0009046039886902865,1.406459093093872,True
4,0.15387322266562647,0.17098502871536073,0.12294764339416638,0.12407807890625416,0.8461267794786731,0.852331435358656,0.0008347307378762499,1.4087255001068115,True
5,0.1533943009226262,0.16158708759716578,0.12288145259338713,0.12299773982149745,0.8466056996364014,0.8601058322101371,0.0007502500000000003,1.425586223602295,True
6,0.1526942647054416,0.1593701183795929,0.12350853269874065,0.12244483658556356,0.8473057334867641,0.8616341331869982,0.0006548539886902865,1.782451868057251,False
7,0.14855870851198164,0.15709027647972107,0.12133456059728132,0.12153093667502467,0.8514412928453445,0.8636633534527955,0.0005527119674021932,1.757955551147461,False
8,0.14874941054262034,0.15619848853065854,0.12178737384826051,0.12078842484405865,0.8512505905035888,0.8645338770946595,0.0004482880325978074,1.723724603652954,False
9,0.14518232986706645,0.15494428021567208,0.1212263054281073,0.11995096118897546,0.8548176724110164,0.8654648736791044,0.000346146011309714,1.7430393695831299,False
10,0.14370339788308664,0.15387249773456937,0.11995584217294598,0.12021992413160607,0.8562966025477349,0.8664681999298754,0.0002507500000000002,1.7581923007965088,False
11,0.1441462061234883,0.1559692757470267,0.12009621071732594,0.12017347715388035,0.8558537930561521,0.8646886248965884,0.00016626926212375052,1.7976415157318115,False
12,0.14280061023075039,0.15512244729768662,0.11984555509775291,0.12077577064585455,0.8571993902682109,0.865218368515099,9.639601130971382e-05,1.7418034076690674,False
13,0.1413945440484696,0.1555817247856231,0.11944915846165599,0.12103958327861215,0.8586054569664122,0.8647995526849512,4.418404390752082e-05,1.7475876808166504,False
14,0.14073827071350162,0.1548253834247589,0.11927611106289154,0.12072210885798948,0.8592617300362084,0.8654333462309585,1.1915273433464063e-05,1.7406010627746582,False
