epoch,train_loss,val_loss,train_mae,val_mae,train_r2,val_r2,lr,sure_sn,encoder_donuk_mu
1,0.37856813478870555,0.15549191469770102,0.16707650897854762,0.12708174449358395,0.6214318605404976,0.8032928401099775,0.000989084726566536,2.6394004821777344,True
2,0.16504858335276612,0.14340694864236173,0.12958579447377852,0.12309292397812388,0.8349514169407051,0.8188009705039037,0.0009568159560924792,2.6179652214050293,True
3,0.15436663472351908,0.13811183658738932,0.1270518436302584,0.12347510285484034,0.8456333647122951,0.8270183377167637,0.0009046039886902865,2.6334476470947266,True
4,0.15008967701627426,0.1356474744422095,0.1267879475015568,0.12338985847410647,0.8499103234354362,0.8309317875401955,0.0008347307378762499,2.634481191635132,True
5,0.14805500642592165,0.13302340786017122,0.1258799024723512,0.12235117323818669,0.851944992745361,0.8337955738065411,0.0007502500000000003,2.6281898021698,True
6,0.14740098985929448,0.1306881977333909,0.12543982052642955,0.12173858084713231,0.8525990096247693,0.8372564534199075,0.0006548539886902865,4.844931602478027,False
7,0.1437883573670347,0.13627086971842106,0.12426721169635997,0.12580305085033786,0.8562116415698675,0.8312727724939595,0.0005527119674021932,4.854503631591797,False
8,0.14684430450952354,0.13273381107442436,0.12480298679961738,0.12109443669623166,0.8531556968133897,0.833894259447252,0.0004482880325978074,4.845597743988037,False
9,0.14194138107680473,0.13101470695719833,0.12266808300194146,0.12250954962600225,0.8580586180947445,0.8367590091037933,0.000346146011309714,4.81197190284729,False
10,0.142208872209577,0.13071350054371925,0.12365064240166705,0.12237538444297448,0.8577911277473244,0.8371597152679441,0.0002507500000000002,4.85482382774353,False
11,0.14052413609348424,0.13177106737026145,0.12298235153439387,0.12270345857514543,0.8594758638874642,0.8358347744712349,0.00016626926212375052,4.832553386688232,False
12,0.1410727729441739,0.13108270645496392,0.12226969406962879,0.12310132161530517,0.8589272275882862,0.8369209758947199,9.639601130971382e-05,4.825324296951294,False
13,0.13963809213718448,0.13323273769624178,0.12184445935737473,0.12424947074579233,0.8603619074302782,0.8345082986645256,4.418404390752082e-05,4.857142448425293,False
