epoch,train_loss,val_loss,train_mae,val_mae,train_r2,val_r2,lr,sure_sn,encoder_donuk_mu
1,0.545967747233495,0.272597568943387,0.1908912530966692,0.1403296703153037,0.4540322432858268,0.7702179631873096,0.000989084726566536,10.80482029914856,True
2,0.19896804424894957,0.19070093787851788,0.13432961651896366,0.13278749011731011,0.8010319551159102,0.8360835934739954,0.0009568159560924792,10.49936580657959,True
3,0.1654773942813152,0.1653718126671655,0.1275222434779475,0.12704786217171968,0.8345226084406412,0.8566952199555948,0.0009046039886902865,10.659751653671265,True
4,0.1582170640470601,0.16858256714684622,0.12593856574551454,0.1247184673386928,0.8417829369316461,0.8546357378299908,0.0008347307378762499,10.372255325317383,True
5,0.15354322270185006,0.1553014020125071,0.12447176582913154,0.124248955898912,0.8464567775232443,0.8650364478105359,0.0007502500000000003,11.144199848175049,True
6,0.15649215114467285,0.16125798594383967,0.12568910842320646,0.1278080375224867,0.843507851231492,0.8597036483028464,0.0006548539886902865,67.4831178188324,False
7,0.15118680513706528,0.15328544193790072,0.12333578993180672,0.12189738831409505,0.8488131969826049,0.8667676750341496,0.0005527119674021932,66.72543859481812,False
8,0.14995931259223394,0.15227112628164746,0.12316105285583492,0.12199368684213784,0.8500406886424027,0.8676322572259215,0.0004482880325978074,67.06437873840332,False
9,0.14759970678000892,0.15055059421630132,0.12233742900401935,0.12077785176374672,0.8524002930535258,0.8691515703747044,0.000346146011309714,66.14300894737244,False
10,0.14652630927808144,0.15334548964386896,0.12145631156626854,0.12135266282233861,0.8534736927738855,0.8666839948043414,0.0002507500000000002,65.46256375312805,False
11,0.14595381041534808,0.15181077009155636,0.12178363939934939,0.12248348613676989,0.8540461905176178,0.8679817357163626,0.00016626926212375052,67.75709891319275,False
12,0.14408978489266724,0.15173857510089875,0.12084937633169922,0.12176084932415455,0.8559102166772596,0.8678709428304967,9.639601130971382e-05,68.09243822097778,False
13,0.14446097305592367,0.1503255035196032,0.12069181465757679,0.12015422618302873,0.8555390291915079,0.869199117776189,4.418404390752082e-05,67.29612755775452,False
14,0.14382110735824127,0.15090417180742535,0.12069078657871306,0.1205348289757014,0.8561788938204881,0.8686720121875942,1.1915273433464063e-05,62.46462321281433,False
15,0.14321534801431063,0.15093427740392232,0.12025437573690072,0.12065559476209747,0.8567846524287858,0.8686354853053307,1e-06,66.49223279953003,False
