epoch,train_loss,val_loss,train_mae,val_mae,train_r2,val_r2,lr,sure_sn,encoder_donuk_mu
1,0.5554530620825391,0.21801532961073375,0.19375259895301286,0.14755866787020624,0.44454694541487194,0.7159891499532325,0.000989084726566536,11.183019638061523,True
2,0.20936423982141397,0.1553105658718518,0.13671289801684097,0.12814421947084048,0.7906357600223431,0.8043304920563148,0.0009568159560924792,10.772939443588257,True
3,0.16627347106192292,0.14225320241280964,0.13011864887996227,0.1257895551457896,0.8337265295768743,0.8221528452377784,0.0009046039886902865,10.672275066375732,True
4,0.15979985249142686,0.13646920053731829,0.12905894104406482,0.12414594508680944,0.8402001477553913,0.8302894037662394,0.0008347307378762499,10.591442108154297,True
5,0.1519627813531571,0.14069899647008804,0.12694463314088297,0.12788322419983503,0.8480372165816918,0.8258524860188001,0.0007502500000000003,11.218919515609741,True
6,0.15651316555107342,0.1357094040229207,0.12860530501864928,0.12231083531694159,0.8434868345140532,0.8306931286018389,0.0006548539886902865,69.48759317398071,False
7,0.1490554214024744,0.13534967473575046,0.12546034607996703,0.12469905015857835,0.8509445807681963,0.8318893423645284,0.0005527119674021932,50.74534058570862,False
8,0.14785566505263834,0.13261845580169132,0.12626893267063155,0.12260662433977836,0.8521443377092354,0.8347871231127304,0.0004482880325978074,8.406830549240112,False
9,0.14732625619703982,0.1330101292757761,0.12523462044698058,0.12364751187171326,0.852673741496753,0.8348257289723598,0.000346146011309714,8.396936655044556,False
10,0.14360249691775867,0.13085855344931285,0.12414174108753417,0.1218257917577567,0.8563975026776008,0.8368784596324013,0.0002507500000000002,8.520164251327515,False
11,0.1431361729357423,0.13182472246033805,0.12335426923921541,0.12318468857000003,0.856863827390664,0.8362334052744103,0.00016626926212375052,8.417139530181885,False
12,0.14396121446825877,0.1298405211596262,0.12433637880696022,0.12180044124360956,0.8560387848299866,0.8383066106717105,9.639601130971382e-05,10.067580938339233,False
13,0.1439767293193761,0.13017136142367408,0.12384113784159147,0.12222078167216839,0.856023268898885,0.8381285982944094,4.418404390752082e-05,8.425319194793701,False
14,0.14316038273963608,0.13055780898957026,0.12327460284231384,0.12251945883926676,0.8568396172950934,0.8376379936244945,1.1915273433464063e-05,8.445986986160278,False
15,0.14231985812427617,0.1304975287545295,0.12322981529722107,0.1225184976330027,0.8576801395852075,0.8377143386718107,1e-06,8.403538942337036,False
