epoch,train_loss,val_loss,train_mae,val_mae,train_r2,val_r2,lr,sure_sn,encoder_donuk_mu
1,0.545486537723982,0.25620267731802804,0.18630453072940706,0.13240894012644175,0.45451346194585396,0.7839532319592258,0.000989084726566536,1.8267476558685303,True
2,0.19677034215766842,0.20246507908616748,0.13294910292974774,0.13092485939545767,0.8032296571056405,0.826528709581723,0.0009568159560924792,1.467921257019043,True
3,0.1612495341784313,0.1664726387886774,0.125831212428148,0.12407432193327696,0.8387504673221803,0.8560042728625692,0.0009046039886902865,1.4758105278015137,True
4,0.15452963727362015,0.15594397329148793,0.12386620512887385,0.12180767800317507,0.8454703632633276,0.8646066139490078,0.0008347307378762499,1.4889397621154785,True
5,0.15051169593294128,0.158251321599597,0.12336128529447568,0.12425254603854614,0.8494883050585442,0.8626079082987728,0.0007502500000000003,1.4891431331634521,True
6,0.15451222162286773,0.15895134238969713,0.12430165143134204,0.12492842505271405,0.8454877778577936,0.8619327557884812,0.0006548539886902865,1.9212751388549805,False
7,0.1476027690813321,0.15954944576535907,0.12206689047477402,0.12354119342367614,0.8523972303078242,0.8608607832917565,0.0005527119674021932,1.9130361080169678,False
8,0.14818011748941004,0.15423379852658226,0.12217379720093338,0.12096719677801963,0.851819881232061,0.8659330585419784,0.0004482880325978074,1.9156405925750732,False
9,0.14487078237433393,0.15061815012068974,0.1204034619657623,0.11995907513642538,0.8551292192539077,0.8688423626165842,0.000346146011309714,1.9253487586975098,False
10,0.14385262878001237,0.15235044161478678,0.12038553081397847,0.12232776928776819,0.8561473733979952,0.8671751464080866,0.0002507500000000002,1.9224112033843994,False
11,0.1426499177427853,0.15017916276341392,0.12061870510338805,0.12040687527397935,0.8573500813256794,0.869296076146195,0.00016626926212375052,1.901252031326294,False
12,0.1438023404914792,0.15535417199134827,0.11987189750203073,0.12270031968595269,0.8561976611003441,0.8646639153854869,9.639601130971382e-05,1.9026682376861572,False
13,0.1420615747946651,0.15202254965191797,0.12046421572148411,0.11985033659296958,0.8579384270156885,0.8677447290166539,4.418404390752082e-05,1.9317231178283691,False
14,0.141637145596392,0.15184448333013625,0.1197226214956052,0.12051028551850891,0.8583628533867503,0.8678258412277395,1.1915273433464063e-05,1.8905611038208008,False
15,0.14015766209414024,0.1517221334434691,0.11950155129368471,0.12045463769920713,0.8598423383515228,0.8679154657430386,1e-06,1.9273121356964111,False
