fold,sample_id,base_mof_id,mof_name,atom_idx,element,x,y,z,subgraphx_onem,in_cekirdek_alt_graf
1,finetune_000005_v00,finetune_000005,CuHC4O3,83,H,5.355463027954102,-0.8143119812011719,-0.9077698588371277,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,84,C,7.783358097076416,-0.9953234195709229,0.8779670596122742,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,85,C,3.694427251815796,-0.9048177003860474,0.5081139206886292,0.9599844961290703,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,86,C,4.15391731262207,-1.1892642974853516,5.086894989013672,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,87,C,5.2033371925354,-0.6462299823760986,5.99526309967041,0.9598966518055868,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,88,C,5.942131519317627,-4.266458511352539,2.8165061473846436,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,89,C,4.635231018066406,0.9958022832870483,-2.6159346103668213,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,90,C,4.39300537109375,-0.5557242631912231,-0.6524499654769897,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,91,C,3.865234613418579,0.37519168853759766,-1.513215184211731,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,92,O,6.817812919616699,-0.2583483159542084,1.2467877864837646,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,93,O,4.306025505065918,-1.848663091659546,1.2742329835891724,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,94,O,4.163228511810303,-1.279770016670227,3.8871278762817383,0.959918524823186,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,95,O,6.802273750305176,-0.6850181221961975,4.030294895172119,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,96,O,4.839944839477539,-4.434540748596191,2.209491014480591,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,97,O,6.187444686889648,-3.193319320678711,3.3173458576202393,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,98,O,5.600776195526123,0.25882717967033386,-2.984755277633667,1.0,True
1,finetune_000005_v00,finetune_000005,CuHC4O3,99,O,4.3651556968688965,1.9913651943206787,-3.264031410217285,0.9599742140902465,True
